date,maxtempC,mintempC,avgtempC,sunHour,humidity,pressure
2023-12-07,9,5,7,1.0,83,1007
2023-12-08,10,7,8,3.0,86,1005
2023-12-09,13,8,9,1.0,82,999
2023-12-10,11,7,9,1.0,85,1005
2023-12-11,10,7,9,5.0,80,1004
2023-12-12,11,7,9,2.0,92,1001
2023-12-13,8,4,7,1.0,85,1004
2023-12-14,7,4,6,1.0,83,1022
2023-12-15,8,4,6,8.0,80,1036
2023-12-16,10,5,8,3.0,92,1039
2023-12-17,11,8,9,7.0,83,1033
2023-12-18,12,9,11,1.0,91,1028
2023-12-19,12,7,10,1.0,88,1020
2023-12-20,10,6,8,1.0,79,1019
2023-12-21,12,11,12,1.0,76,1008
2023-12-22,11,8,10,1.0,73,1014
2023-12-23,11,8,10,5.0,74,1015
2023-12-24,13,10,12,1.0,86,1007
2023-12-25,13,9,12,1.0,84,1007
2023-12-26,11,7,8,7.0,77,1015
2023-12-27,12,7,10,1.0,83,1008
2023-12-28,11,9,11,1.0,72,1006
2023-12-29,10,6,9,7.0,73,1007
2023-12-30,11,6,9,1.0,80,1005
2023-12-31,11,7,8,2.0,77,991
